iter,elapsed_sec,avg_iter_sec,eta_target_sec,total_est_sec
23974,10766.40,0.4491,34142.27,44908.67
23975,10767.26,0.4491,34143.11,44910.37
23976,10768.11,0.4491,34143.93,44912.05
23977,10769.52,0.4492,34146.54,44916.06
23978,10770.37,0.4492,34147.35,44917.72
23979,10771.22,0.4492,34148.16,44919.37
23980,10772.09,0.4492,34149.06,44921.16
23981,10773.49,0.4493,34151.61,44925.10
23982,10774.30,0.4493,34152.32,44926.62
23983,10775.16,0.4493,34153.18,44928.34
23984,10775.99,0.4493,34153.93,44929.92
23985,10777.42,0.4493,34156.59,44934.02
23986,10778.25,0.4494,34157.33,44935.58
23987,10779.13,0.4494,34158.24,44937.37
23988,10779.96,0.4494,34159.00,44938.96
23989,10781.36,0.4494,34161.56,44942.92
23990,10782.19,0.4494,34162.32,44944.51
23991,10783.06,0.4495,34163.21,44946.26
23992,10783.89,0.4495,34163.96,44947.85
23993,10785.33,0.4495,34166.66,44952.00
23994,10786.17,0.4495,34167.43,44953.60
23995,10787.04,0.4496,34168.32,44955.36
23996,10787.85,0.4496,34169.02,44956.88
23997,10789.27,0.4496,34171.65,44960.93
23998,10790.14,0.4496,34172.53,44962.68
23999,10791.01,0.4496,34173.42,44964.44
24000,10791.81,0.4497,34174.07,44965.88
24001,10793.29,0.4497,34176.87,44970.15
24002,10794.17,0.4497,34177.78,44971.94
24003,10795.03,0.4497,34178.63,44973.65
24004,10795.83,0.4498,34179.31,44975.15
24005,10797.28,0.4498,34182.02,44979.30
24006,10798.14,0.4498,34182.85,44980.98
24007,10798.99,0.4498,34183.67,44982.66
24008,10799.76,0.4498,34184.25,44984.01
24009,10801.26,0.4499,34187.11,44988.37
24010,10802.11,0.4499,34187.93,44990.04
24011,10802.96,0.4499,34188.75,44991.71
24012,10804.37,0.4500,34191.33,44995.70
24013,10805.23,0.4500,34192.20,44997.44
24014,10806.07,0.4500,34192.99,44999.06
24015,10806.91,0.4500,34193.76,45000.67
24016,10808.32,0.4500,34196.34,45004.65
24017,10809.17,0.4501,34197.17,45006.34
24018,10810.04,0.4501,34198.02,45008.06
24019,10810.86,0.4501,34198.76,45009.62
24020,10812.31,0.4501,34201.47,45013.78
24021,10813.15,0.4502,34202.27,45015.42
24022,10813.99,0.4502,34203.04,45017.04
24023,10814.82,0.4502,34203.77,45018.59
24024,10816.24,0.4502,34206.41,45022.65
24025,10817.08,0.4502,34207.19,45024.27
24026,10817.93,0.4503,34208.01,45025.94
24027,10818.76,0.4503,34208.74,45027.50
24028,10820.15,0.4503,34211.27,45031.42
24029,10820.99,0.4503,34212.06,45033.06
24030,10821.85,0.4503,34212.89,45034.74
24031,10822.69,0.4504,34213.69,45036.38
24032,10824.12,0.4504,34216.33,45040.45
24033,10824.98,0.4504,34217.18,45042.16
24034,10825.84,0.4504,34218.02,45043.87
24035,10826.66,0.4505,34218.74,45045.40
24036,10828.06,0.4505,34221.30,45049.36
24037,10828.90,0.4505,34222.07,45050.97
24038,10829.78,0.4505,34222.98,45052.76
24039,10830.57,0.4505,34223.60,45054.18
24040,10831.98,0.4506,34226.16,45058.14
24041,10832.82,0.4506,34226.96,45059.78
24042,10833.65,0.4506,34227.70,45061.35
24043,10834.46,0.4506,34228.39,45062.85
24044,10835.89,0.4507,34231.03,45066.92
24045,10836.76,0.4507,34231.91,45068.67
24046,10837.61,0.4507,34232.71,45070.32
24047,10838.41,0.4507,34233.36,45071.77
24048,10839.83,0.4508,34235.98,45075.81
24049,10840.69,0.4508,34236.82,45077.51
24050,10841.54,0.4508,34237.61,45079.15
24051,10842.31,0.4508,34238.19,45080.51
24052,10843.73,0.4508,34240.80,45084.53
24053,10844.61,0.4509,34241.69,45086.29
24054,10845.44,0.4509,34242.46,45087.90
24055,10846.83,0.4509,34244.96,45091.79
24056,10847.67,0.4509,34245.74,45093.41
24057,10848.54,0.4510,34246.60,45095.13
24058,10849.38,0.4510,34247.37,45096.75
24059,10850.77,0.4510,34249.88,45100.65
24060,10851.61,0.4510,34250.66,45102.27
24061,10852.47,0.4510,34251.51,45103.97
24062,10853.29,0.4511,34252.24,45105.54
24063,10854.72,0.4511,34254.86,45109.58
24064,10855.54,0.4511,34255.57,45111.11
24065,10856.38,0.4511,34256.35,45112.72
24066,10857.21,0.4511,34257.09,45114.29
24067,10858.62,0.4512,34259.68,45118.30
24068,10859.46,0.4512,34260.45,45119.91
24069,10860.32,0.4512,34261.28,45121.59
24070,10861.15,0.4512,34262.04,45123.19
24071,10862.55,0.4513,34264.57,45127.12
24072,10863.40,0.4513,34265.39,45128.80
24073,10864.29,0.4513,34266.31,45130.60
24074,10865.09,0.4513,34266.95,45132.04
24075,10866.54,0.4514,34269.65,45136.19
24076,10867.38,0.4514,34270.43,45137.81
24077,10868.25,0.4514,34271.30,45139.55
24078,10869.05,0.4514,34271.94,45140.99
24079,10870.47,0.4515,34274.56,45145.03
24080,10871.33,0.4515,34275.37,45146.70
24081,10872.18,0.4515,34276.20,45148.38
24082,10872.98,0.4515,34276.84,45149.82
24083,10874.44,0.4515,34279.57,45154.02
24084,10875.30,0.4516,34280.41,45155.71
24085,10876.15,0.4516,34281.21,45157.36
24086,10876.93,0.4516,34281.81,45158.74
24087,10878.38,0.4516,34284.50,45162.89
24088,10879.26,0.4516,34285.39,45164.65
24089,10880.08,0.4517,34286.10,45166.18
24090,10880.86,0.4517,34286.69,45167.56
24091,10882.36,0.4517,34289.53,45171.89
24092,10883.22,0.4517,34290.36,45173.58
24093,10884.07,0.4518,34291.17,45175.24
24094,10884.83,0.4518,34291.67,45176.50
24095,10886.29,0.4518,34294.42,45180.71
24096,10887.16,0.4518,34295.27,45182.42
24097,10888.00,0.4518,34296.03,45184.03
24098,10889.40,0.4519,34298.60,45188.00
24099,10890.23,0.4519,34299.33,45189.56
24100,10891.06,0.4519,34300.05,45191.10
24101,10891.90,0.4519,34300.83,45192.73
24102,10893.33,0.4520,34303.45,45196.77
24103,10894.13,0.4520,34304.11,45198.24
24104,10895.00,0.4520,34304.96,45199.95
24105,10895.81,0.4520,34305.65,45201.47
24106,10897.21,0.4521,34308.18,45205.39
24107,10898.04,0.4521,34308.91,45206.96
24108,10898.90,0.4521,34309.74,45208.64
24109,10899.74,0.4521,34310.51,45210.25
24110,10901.14,0.4521,34313.04,45214.18
24111,10901.96,0.4522,34313.76,45215.73
24112,10902.83,0.4522,34314.61,45217.44
24113,10903.65,0.4522,34315.33,45218.99
24114,10905.08,0.4522,34317.94,45223.02
24115,10905.93,0.4522,34318.73,45224.66
24116,10906.80,0.4523,34319.61,45226.41
24117,10907.62,0.4523,34320.33,45227.95
24118,10909.04,0.4523,34322.91,45231.96
24119,10909.89,0.4523,34323.71,45233.61
24120,10910.74,0.4524,34324.49,45235.23
24121,10911.56,0.4524,34325.19,45236.75
24122,10913.02,0.4524,34327.93,45240.95
24123,10913.89,0.4524,34328.79,45242.69
24124,10914.74,0.4524,34329.57,45244.31
24125,10915.53,0.4525,34330.19,45245.73
24126,10916.99,0.4525,34332.92,45249.91
24127,10917.84,0.4525,34333.70,45251.54
24128,10918.67,0.4525,34334.43,45253.10
24129,10919.45,0.4525,34335.02,45254.47
24130,10920.91,0.4526,34337.73,45258.64
24131,10921.77,0.4526,34338.55,45260.31
24132,10922.61,0.4526,34339.34,45261.95
24133,10923.39,0.4526,34339.90,45263.29
24134,10924.90,0.4527,34342.78,45267.68
24135,10925.77,0.4527,34343.62,45269.38
24136,10926.60,0.4527,34344.35,45270.94
24137,10928.03,0.4528,34346.98,45275.01
24138,10929.00,0.4528,34348.15,45277.15
24139,10930.03,0.4528,34349.51,45279.53
24140,10930.91,0.4528,34350.41,45281.32
24141,10932.32,0.4529,34352.95,45285.26
24142,10933.14,0.4529,34353.67,45286.81
24143,10933.99,0.4529,34354.45,45288.44
24144,10934.82,0.4529,34355.20,45290.03
24145,10936.25,0.4529,34357.80,45294.05
24146,10937.09,0.4530,34358.55,45295.64
24147,10937.95,0.4530,34359.39,45297.34
24148,10938.78,0.4530,34360.13,45298.91
24149,10940.20,0.4530,34362.72,45302.92
24150,10941.03,0.4530,34363.44,45304.47
24151,10941.92,0.4531,34364.37,45306.30
24152,10942.76,0.4531,34365.11,45307.87
24153,10944.19,0.4531,34367.74,45311.94
24154,10945.04,0.4531,34368.52,45313.55
24155,10945.89,0.4532,34369.31,45315.19
24156,10946.73,0.4532,34370.07,45316.80
24157,10948.12,0.4532,34372.57,45320.70
24158,10948.96,0.4532,34373.35,45322.31
24159,10949.81,0.4532,34374.13,45323.94
24160,10950.66,0.4533,34374.92,45325.58
24161,10952.11,0.4533,34377.61,45329.72
24162,10953.12,0.4533,34378.88,45332.00
24163,10953.99,0.4533,34379.74,45333.73
24164,10954.79,0.4534,34380.36,45335.15
24165,10956.27,0.4534,34383.16,45339.43
24166,10957.13,0.4534,34383.98,45341.12
24167,10957.97,0.4534,34384.72,45342.68
24168,10958.77,0.4534,34385.36,45344.12
24169,10960.23,0.4535,34388.05,45348.28
24170,10961.07,0.4535,34388.84,45349.92
24171,10961.94,0.4535,34389.68,45351.62
24172,10962.74,0.4535,34390.31,45353.05
24173,10964.21,0.4536,34393.05,45357.26
24174,10965.06,0.4536,34393.85,45358.92
24175,10965.89,0.4536,34394.57,45360.46
24176,10966.68,0.4536,34395.18,45361.87
24177,10968.16,0.4537,34397.94,45366.11
24178,10969.02,0.4537,34398.76,45367.78
24179,10969.86,0.4537,34399.52,45369.39
24180,10971.27,0.4537,34402.05,45373.32
24181,10972.11,0.4537,34402.82,45374.93
24182,10972.97,0.4538,34403.62,45376.58
24183,10973.83,0.4538,34404.44,45378.26
24184,10975.25,0.4538,34407.01,45382.26
24185,10976.10,0.4538,34407.81,45383.91
24186,10976.94,0.4539,34408.57,45385.51
24187,10977.79,0.4539,34409.35,45387.14
24188,10979.25,0.4539,34412.05,45391.30
24189,10980.11,0.4539,34412.87,45392.97
24190,10980.96,0.4539,34413.66,45394.62
24191,10981.81,0.4540,34414.45,45396.26
24192,10983.22,0.4540,34417.01,45400.23
24193,10984.07,0.4540,34417.79,45401.87
24194,10984.94,0.4540,34418.64,45403.58
24195,10985.76,0.4541,34419.34,45405.10
24196,10987.19,0.4541,34421.92,45409.10
24197,10988.02,0.4541,34422.64,45410.65
24198,10988.89,0.4541,34423.50,45412.39
24199,10989.73,0.4541,34424.24,45413.97
24200,10991.13,0.4542,34426.75,45417.88
24201,10991.97,0.4542,34427.51,45419.47
24202,10992.80,0.4542,34428.25,45421.06
24203,10993.64,0.4542,34429.00,45422.64
24204,10995.09,0.4543,34431.65,45426.73
24205,10995.92,0.4543,34432.38,45428.30
24206,10996.75,0.4543,34433.11,45429.87
24207,10997.54,0.4543,34433.69,45431.23
24208,10999.02,0.4544,34436.44,45435.46
24209,10999.86,0.4544,34437.22,45437.08
24210,11000.70,0.4544,34437.95,45438.65
24211,11001.49,0.4544,34438.55,45440.04
24212,11002.93,0.4544,34441.19,45444.12
24213,11003.78,0.4545,34441.96,45445.74
24214,11004.59,0.4545,34442.64,45447.23
24215,11005.37,0.4545,34443.18,45448.55
24216,11006.84,0.4545,34445.91,45452.74
24217,11007.67,0.4545,34446.65,45454.33
24218,11008.51,0.4546,34447.38,45455.88
24219,11009.29,0.4546,34447.95,45457.23
24220,11010.75,0.4546,34450.66,45461.41
24221,11011.62,0.4546,34451.48,45463.10
24222,11012.44,0.4546,34452.19,45464.64
24223,11013.85,0.4547,34454.72,45468.58
24224,11014.70,0.4547,34455.49,45470.18
24225,11015.57,0.4547,34456.33,45471.90
24226,11016.39,0.4547,34457.04,45473.43
24227,11017.83,0.4548,34459.67,45477.50
24228,11018.68,0.4548,34460.42,45479.10
24229,11019.54,0.4548,34461.26,45480.81
24230,11020.42,0.4548,34462.11,45482.53
24231,11021.83,0.4549,34464.65,45486.48
24232,11022.68,0.4549,34465.45,45488.14
24233,11023.53,0.4549,34466.21,45489.74
24234,11024.38,0.4549,34467.01,45491.39
24235,11025.78,0.4550,34469.49,45495.27
24236,11026.62,0.4550,34470.24,45496.86
24237,11027.47,0.4550,34471.04,45498.51
24238,11028.32,0.4550,34471.81,45500.14
24239,11029.73,0.4550,34474.34,45504.07
24240,11030.56,0.4551,34475.05,45505.61
24241,11031.41,0.4551,34475.82,45507.22
24242,11032.22,0.4551,34476.49,45508.72
24243,11033.64,0.4551,34479.03,45512.66
24244,11034.47,0.4551,34479.77,45514.25
24245,11035.32,0.4552,34480.53,45515.85
24246,11036.12,0.4552,34481.15,45517.27
24247,11037.52,0.4552,34483.67,45521.19
24248,11038.37,0.4552,34484.45,45522.82
24249,11039.21,0.4552,34485.19,45524.40
24250,11040.03,0.4553,34485.86,45525.88
24251,11041.45,0.4553,34488.43,45529.88
24252,11042.32,0.4553,34489.28,45531.60
24253,11043.17,0.4553,34490.04,45533.21
24254,11043.95,0.4553,34490.59,45534.53
24255,11045.40,0.4554,34493.25,45538.65
24256,11046.26,0.4554,34494.07,45540.33
24257,11047.11,0.4554,34494.84,45541.95
24258,11047.89,0.4554,34495.40,45543.30
24259,11049.41,0.4555,34498.26,45547.67
24260,11050.26,0.4555,34499.03,45549.29
24261,11051.12,0.4555,34499.84,45550.96
24262,11052.48,0.4555,34502.21,45554.69
24263,11053.34,0.4556,34503.02,45556.36
24264,11054.19,0.4556,34503.80,45557.99
24265,11055.03,0.4556,34504.55,45559.58
24266,11056.47,0.4556,34507.15,45563.62
24267,11057.29,0.4557,34507.84,45565.13
24268,11058.15,0.4557,34508.65,45566.80
24269,11058.98,0.4557,34509.36,45568.34
24270,11060.39,0.4557,34511.88,45572.27
24271,11061.24,0.4557,34512.66,45573.91
24272,11062.11,0.4558,34513.48,45575.59
24273,11062.94,0.4558,34514.22,45577.16
24274,11064.35,0.4558,34516.74,45581.09
24275,11065.20,0.4558,34517.49,45582.69
24276,11066.07,0.4558,34518.34,45584.41
24277,11066.93,0.4559,34519.14,45586.07
24278,11068.38,0.4559,34521.77,45590.15
24279,11069.21,0.4559,34522.49,45591.70
24280,11070.06,0.4559,34523.26,45593.31
24281,11070.92,0.4559,34524.06,45594.98
24282,11072.37,0.4560,34526.72,45599.09
24283,11073.20,0.4560,34527.41,45600.61
24284,11074.05,0.4560,34528.19,45602.23
24285,11074.86,0.4560,34528.86,45603.72
24286,11076.34,0.4561,34531.59,45607.93
24287,11077.18,0.4561,34532.31,45609.49
24288,11078.03,0.4561,34533.08,45611.11
24289,11078.86,0.4561,34533.79,45612.65
24290,11080.32,0.4562,34536.47,45616.79
24291,11081.16,0.4562,34537.22,45618.38
24292,11082.00,0.4562,34537.97,45619.97
24293,11082.85,0.4562,34538.71,45621.56
24294,11084.29,0.4563,34541.33,45625.62
24295,11085.16,0.4563,34542.16,45627.32
24296,11085.99,0.4563,34542.86,45628.85
24297,11086.79,0.4563,34543.51,45630.30
24298,11088.25,0.4563,34546.15,45634.40
24299,11089.11,0.4564,34546.96,45636.07
24300,11089.97,0.4564,34547.75,45637.72
24301,11090.74,0.4564,34548.30,45639.05
24302,11092.21,0.4564,34550.99,45643.20
24303,11093.11,0.4565,34551.92,45645.03
24304,11093.98,0.4565,34552.73,45646.71
24305,11095.39,0.4565,34555.26,45650.65
24306,11096.23,0.4565,34556.00,45652.23
24307,11097.09,0.4565,34556.79,45653.88
24308,11097.93,0.4566,34557.54,45655.47
24309,11099.37,0.4566,34560.13,45659.50
24310,11100.23,0.4566,34560.93,45661.16
24311,11101.13,0.4566,34561.85,45662.97
24312,11101.97,0.4566,34562.60,45664.57
24313,11103.36,0.4567,34565.04,45668.40
24314,11104.18,0.4567,34565.72,45669.90
24315,11105.03,0.4567,34566.50,45671.53
24316,11105.87,0.4567,34567.21,45673.08
24317,11107.27,0.4568,34569.71,45676.98
24318,11108.11,0.4568,34570.43,45678.53
24319,11108.97,0.4568,34571.24,45680.21
24320,11109.82,0.4568,34571.99,45681.81
24321,11111.22,0.4569,34574.49,45685.71
24322,11112.07,0.4569,34575.25,45687.32
24323,11112.94,0.4569,34576.09,45689.03
24324,11113.76,0.4569,34576.74,45690.49
24325,11115.16,0.4569,34579.22,45694.38
24326,11115.98,0.4570,34579.90,45695.88
24327,11116.82,0.4570,34580.64,45697.45
24328,11117.65,0.4570,34581.34,45698.99
24329,11119.05,0.4570,34583.82,45702.87
24330,11119.91,0.4570,34584.62,45704.54
24331,11120.77,0.4571,34585.40,45706.16
24332,11121.59,0.4571,34586.08,45707.67
24333,11123.01,0.4571,34588.63,45711.64
24334,11123.89,0.4571,34589.49,45713.38
24335,11124.74,0.4571,34590.25,45715.00
24336,11125.55,0.4572,34590.87,45716.41
24337,11127.02,0.4572,34593.56,45720.58
24338,11127.89,0.4572,34594.39,45722.27
24339,11128.72,0.4572,34595.09,45723.80
24340,11129.49,0.4573,34595.62,45725.12
24341,11130.99,0.4573,34598.39,45729.38
24342,11131.86,0.4573,34599.24,45731.10
24343,11132.71,0.4573,34599.99,45732.70
24344,11133.47,0.4573,34600.48,45733.95
24345,11134.95,0.4574,34603.20,45738.16
24346,11135.82,0.4574,34604.01,45739.82
24347,11136.68,0.4574,34604.80,45741.47
24348,11138.15,0.4575,34607.51,45745.67
24349,11138.99,0.4575,34608.21,45747.20
24350,11139.86,0.4575,34609.04,45748.89
24351,11140.70,0.4575,34609.78,45750.49
24352,11142.14,0.4575,34612.36,45754.50
24353,11142.96,0.4576,34613.06,45756.02
24354,11143.82,0.4576,34613.83,45757.65
24355,11144.65,0.4576,34614.53,45759.18
24356,11146.04,0.4576,34616.97,45763.00
24357,11146.89,0.4576,34617.74,45764.63
24358,11147.75,0.4577,34618.53,45766.29
24359,11148.57,0.4577,34619.20,45767.77
24360,11149.98,0.4577,34621.69,45771.67
24361,11150.84,0.4577,34622.49,45773.33
24362,11151.68,0.4577,34623.22,45774.90
24363,11152.51,0.4578,34623.92,45776.43
24364,11153.92,0.4578,34626.41,45780.32
24365,11154.77,0.4578,34627.16,45781.93
24366,11155.63,0.4578,34627.97,45783.60
24367,11156.46,0.4579,34628.66,45785.12
24368,11157.88,0.4579,34631.19,45789.07
24369,11158.73,0.4579,34631.95,45790.68
24370,11159.55,0.4579,34632.61,45792.16
24371,11160.36,0.4579,34633.25,45793.61
24372,11161.80,0.4580,34635.82,45797.62
24373,11162.63,0.4580,34636.52,45799.14
24374,11163.46,0.4580,34637.24,45800.70
24375,11164.27,0.4580,34637.87,45802.14
24376,11165.70,0.4581,34640.42,45806.12
24377,11166.57,0.4581,34641.23,45807.80
24378,11167.40,0.4581,34641.93,45809.33
24379,11168.19,0.4581,34642.50,45810.68
24380,11169.66,0.4581,34645.19,45814.85
24381,11170.50,0.4582,34645.93,45816.43
24382,11171.33,0.4582,34646.62,45817.95
24383,11172.14,0.4582,34647.24,45819.37
24384,11173.60,0.4582,34649.88,45823.48
24385,11174.44,0.4583,34650.63,45825.08
24386,11175.28,0.4583,34651.33,45826.61
24387,11176.67,0.4583,34653.79,45830.46
24388,11177.52,0.4583,34654.52,45832.03
24389,11178.37,0.4583,34655.27,45833.64
24390,11179.21,0.4584,34656.01,45835.23
24391,11180.63,0.4584,34658.53,45839.16
24392,11181.46,0.4584,34659.21,45840.67
24393,11182.30,0.4584,34659.94,45842.24
24394,11183.14,0.4584,34660.66,45843.80
24395,11184.58,0.4585,34663.26,45847.84
24396,11185.41,0.4585,34663.95,45849.36
24397,11186.28,0.4585,34664.76,45851.04
24398,11187.10,0.4585,34665.44,45852.54
24399,11188.55,0.4586,34668.05,45856.60
24400,11189.40,0.4586,34668.79,45858.19
24401,11190.26,0.4586,34669.57,45859.83
24402,11191.07,0.4586,34670.20,45861.27
24403,11192.47,0.4587,34672.66,45865.13
24404,11193.31,0.4587,34673.39,45866.71
24405,11194.16,0.4587,34674.15,45868.31
24406,11194.99,0.4587,34674.83,45869.82
24407,11196.42,0.4587,34677.40,45873.82
24408,11197.28,0.4588,34678.18,45875.46
24409,11198.16,0.4588,34679.02,45877.18
24410,11198.99,0.4588,34679.71,45878.70
24411,11200.40,0.4588,34682.20,45882.60
24412,11201.26,0.4588,34682.99,45884.26
24413,11202.13,0.4589,34683.79,45885.92
24414,11202.95,0.4589,34684.45,45887.39
24415,11204.39,0.4589,34687.04,45891.44
24416,11205.26,0.4589,34687.84,45893.10
24417,11206.12,0.4589,34688.62,45894.74
24418,11206.93,0.4590,34689.26,45896.20
24419,11208.38,0.4590,34691.86,45900.24
24420,11209.26,0.4590,34692.71,45901.97
24421,11210.10,0.4590,34693.44,45903.54
24422,11210.89,0.4590,34693.99,45904.87
24423,11212.35,0.4591,34696.62,45908.97
24424,11213.21,0.4591,34697.42,45910.63
24425,11214.06,0.4591,34698.18,45912.24
24426,11214.87,0.4591,34698.78,45913.64
24427,11216.33,0.4592,34701.42,45917.75
24428,11217.18,0.4592,34702.18,45919.37
24429,11218.01,0.4592,34702.88,45920.89
24430,11219.43,0.4592,34705.38,45924.82
24431,11220.26,0.4593,34706.07,45926.33
24432,11221.11,0.4593,34706.80,45927.91
24433,11221.95,0.4593,34707.52,45929.46
24434,11223.38,0.4593,34710.06,45933.44
24435,11224.20,0.4593,34710.74,45934.94
24436,11225.05,0.4594,34711.47,45936.51
24437,11225.89,0.4594,34712.18,45938.07
24438,11227.31,0.4594,34714.71,45942.02
24439,11228.14,0.4594,34715.40,45943.55
24440,11228.98,0.4595,34716.12,45945.10
24441,11229.81,0.4595,34716.80,45946.61
24442,11231.22,0.4595,34719.27,45950.49
24443,11232.06,0.4595,34719.98,45952.04
24444,11232.90,0.4595,34720.72,45953.62
24445,11233.72,0.4596,34721.38,45955.10
24446,11235.15,0.4596,34723.92,45959.07
24447,11235.97,0.4596,34724.56,45960.53
24448,11236.84,0.4596,34725.35,45962.19
24449,11237.69,0.4596,34726.10,45963.78
24450,11239.10,0.4597,34728.58,45967.68
24451,11239.98,0.4597,34729.44,45969.43
24452,11240.85,0.4597,34730.23,45971.08
24453,11241.68,0.4597,34730.91,45972.59
24454,11243.11,0.4598,34733.46,45976.57
24455,11243.98,0.4598,34734.26,45978.24
24456,11244.82,0.4598,34734.99,45979.81
24457,11245.61,0.4598,34735.53,45981.13
24458,11247.05,0.4599,34738.12,45985.17
24459,11247.92,0.4599,34738.92,45986.84
24460,11248.78,0.4599,34739.71,45988.49
24461,11249.57,0.4599,34740.24,45989.80
24462,11251.02,0.4599,34742.85,45993.87
24463,11251.87,0.4600,34743.59,45995.46
24464,11252.72,0.4600,34744.34,45997.06
24465,11253.51,0.4600,34744.89,45998.40
24466,11254.96,0.4600,34747.49,46002.45
24467,11255.82,0.4600,34748.26,46004.08
24468,11256.67,0.4601,34749.00,46005.67
24469,11257.43,0.4601,34749.49,46006.92
24470,11258.89,0.4601,34752.09,46010.98
24471,11259.75,0.4601,34752.86,46012.61
24472,11260.59,0.4601,34753.58,46014.17
24473,11261.99,0.4602,34756.03,46018.02
24474,11262.79,0.4602,34756.63,46019.43
24475,11263.64,0.4602,34757.37,46021.01
24476,11264.48,0.4602,34758.07,46022.55
24477,11265.87,0.4603,34760.47,46026.34
24478,11266.69,0.4603,34761.13,46027.82
24479,11267.55,0.4603,34761.90,46029.45
24480,11268.40,0.4603,34762.63,46031.03
24481,11269.79,0.4603,34765.05,46034.84
24482,11270.62,0.4604,34765.73,46036.35
24483,11271.50,0.4604,34766.56,46038.05
24484,11272.33,0.4604,34767.24,46039.57
24485,11273.76,0.4604,34769.77,46043.53
24486,11274.61,0.4605,34770.51,46045.12
24487,11275.45,0.4605,34771.24,46046.70
24488,11276.29,0.4605,34771.94,46048.24
24489,11277.71,0.4605,34774.43,46052.14
24490,11278.57,0.4605,34775.22,46053.80
24491,11279.43,0.4606,34775.98,46055.41
24492,11280.25,0.4606,34776.62,46056.87
24493,11281.65,0.4606,34779.07,46060.73
24494,11282.51,0.4606,34779.83,46062.34
24495,11283.36,0.4606,34780.56,46063.91
24496,11284.15,0.4607,34781.13,46065.28
24497,11285.61,0.4607,34783.74,46069.35
24498,11286.47,0.4607,34784.50,46070.97
24499,11287.32,0.4607,34785.24,46072.56
24500,11288.10,0.4607,34785.77,46073.87
24501,11289.54,0.4608,34788.33,46077.87
24502,11290.40,0.4608,34789.09,46079.49
24503,11291.26,0.4608,34789.88,46081.14
24504,11292.05,0.4608,34790.44,46082.49
24505,11293.53,0.4609,34793.12,46086.65
24506,11294.38,0.4609,34793.86,46088.24
24507,11295.23,0.4609,34794.59,46089.83
24508,11296.11,0.4609,34795.42,46091.53
24509,11297.58,0.4610,34798.07,46095.65
24510,11298.45,0.4610,34798.84,46097.29
24511,11299.31,0.4610,34799.62,46098.93
24512,11300.71,0.4610,34802.05,46102.76
24513,11301.69,0.4610,34803.18,46104.87
24514,11302.53,0.4611,34803.89,46106.42
24515,11303.38,0.4611,34804.65,46108.03
24516,11304.79,0.4611,34807.10,46111.89
24517,11305.63,0.4611,34807.81,46113.45
24518,11306.60,0.4612,34808.90,46115.50
24519,11307.42,0.4612,34809.54,46116.96
24520,11308.83,0.4612,34812.00,46120.83
24521,11309.67,0.4612,34812.71,46122.38
24522,11310.53,0.4612,34813.50,46124.03
24523,11311.37,0.4613,34814.18,46125.55
24524,11312.77,0.4613,34816.62,46129.39
24525,11313.62,0.4613,34817.34,46130.95
24526,11314.47,0.4613,34818.07,46132.54
24527,11315.32,0.4613,34818.81,46134.12
24528,11316.74,0.4614,34821.29,46138.03
24529,11317.57,0.4614,34821.99,46139.56
24530,11318.44,0.4614,34822.78,46141.22
24531,11319.27,0.4614,34823.44,46142.71
24532,11320.72,0.4615,34826.04,46146.76
24533,11321.56,0.4615,34826.73,46148.29
24534,11322.41,0.4615,34827.48,46149.89
24535,11323.25,0.4615,34828.16,46151.41
24536,11324.67,0.4616,34830.64,46155.31
24537,11325.52,0.4616,34831.38,46156.90
24538,11326.37,0.4616,34832.11,46158.48
24539,11327.17,0.4616,34832.70,46159.87
24540,11328.59,0.4616,34835.17,46163.76
24541,11329.45,0.4617,34835.93,46165.38
24542,11330.32,0.4617,34836.73,46167.04
24543,11331.13,0.4617,34837.36,46168.49
24544,11332.57,0.4617,34839.90,46172.47
24545,11333.45,0.4617,34840.73,46174.18
24546,11334.31,0.4618,34841.49,46175.80
24547,11335.11,0.4618,34842.06,46177.17
24548,11336.57,0.4618,34844.67,46181.24
24549,11337.41,0.4618,34845.37,46182.78
24550,11338.24,0.4618,34846.03,46184.26
24551,11339.02,0.4619,34846.56,46185.58
24552,11340.50,0.4619,34849.21,46189.71
24553,11341.35,0.4619,34849.96,46191.31
24554,11342.20,0.4619,34850.69,46192.89
24555,11343.60,0.4620,34853.10,46196.70
24556,11344.41,0.4620,34853.71,46198.12
24557,11345.26,0.4620,34854.43,46199.69
24558,11346.08,0.4620,34855.08,46201.16
24559,11347.49,0.4621,34857.52,46205.01
24560,11348.35,0.4621,34858.28,46206.62
24561,11349.20,0.4621,34859.01,46208.20
24562,11350.05,0.4621,34859.74,46209.79
24563,11351.46,0.4621,34862.20,46213.66
24564,11352.30,0.4622,34862.90,46215.20
24565,11353.16,0.4622,34863.66,46216.82
24566,11354.02,0.4622,34864.41,46218.44
24567,11355.42,0.4622,34866.84,46222.26
24568,11356.27,0.4622,34867.55,46223.82
24569,11357.15,0.4623,34868.37,46225.52
24570,11357.98,0.4623,34869.03,46227.01
24571,11359.41,0.4623,34871.56,46230.97
24572,11360.26,0.4623,34872.27,46232.52
24573,11361.11,0.4623,34873.01,46234.11
24574,11361.97,0.4624,34873.76,46235.73
24575,11363.37,0.4624,34876.19,46239.56
24576,11364.24,0.4624,34876.96,46241.20
24577,11365.08,0.4624,34877.65,46242.73
24578,11365.91,0.4624,34878.32,46244.22
24579,11367.36,0.4625,34880.90,46248.26
24580,11368.18,0.4625,34881.54,46249.72
