iter,elapsed_sec,avg_iter_sec,eta_target_sec,total_est_sec
42221,28883.54,0.6841,39526.82,68410.36
42222,28884.39,0.6841,39526.36,68410.75
42223,28885.82,0.6841,39526.70,68412.52
42224,28886.66,0.6841,39526.24,68412.90
42225,28887.52,0.6841,39525.79,68413.31
42226,28888.37,0.6841,39525.33,68413.69
42227,28889.79,0.6842,39525.65,68415.44
42228,28890.63,0.6842,39525.19,68415.82
42229,28891.48,0.6842,39524.73,68416.21
42230,28892.32,0.6842,39524.26,68416.57
42231,28893.72,0.6842,39524.56,68418.28
42232,28894.58,0.6842,39524.11,68418.69
42233,28895.46,0.6842,39523.69,68419.15
42234,28896.29,0.6842,39523.20,68419.49
42235,28897.66,0.6842,39523.46,68421.12
42236,28898.47,0.6842,39522.94,68421.41
42237,28899.34,0.6842,39522.52,68421.86
42238,28900.17,0.6842,39522.03,68422.19
42239,28901.60,0.6842,39522.38,68423.98
42240,28902.42,0.6842,39521.87,68424.29
42241,28903.26,0.6842,39521.39,68424.65
42242,28904.07,0.6842,39520.89,68424.97
42243,28905.47,0.6843,39521.19,68426.66
42244,28906.31,0.6843,39520.71,68427.01
42245,28907.15,0.6843,39520.24,68427.39
42246,28907.96,0.6843,39519.73,68427.69
42247,28909.36,0.6843,39520.02,68429.39
42248,28910.23,0.6843,39519.60,68429.83
42249,28911.07,0.6843,39519.12,68430.20
42250,28911.87,0.6843,39518.59,68430.46
42251,28913.29,0.6843,39518.92,68432.21
42252,28914.15,0.6843,39518.47,68432.61
42253,28914.99,0.6843,39518.00,68432.99
42254,28915.79,0.6843,39517.47,68433.25
42255,28917.26,0.6844,39517.86,68435.12
42256,28918.10,0.6844,39517.39,68435.48
42257,28918.93,0.6844,39516.91,68435.84
42258,28919.71,0.6844,39516.35,68436.07
42259,28921.22,0.6844,39516.79,68438.00
42260,28922.07,0.6844,39516.34,68438.41
42261,28922.91,0.6844,39515.86,68438.77
42262,28924.32,0.6844,39516.18,68440.50
42263,28925.33,0.6844,39515.92,68441.25
42264,28926.19,0.6844,39515.49,68441.68
42265,28927.06,0.6844,39515.05,68442.11
42266,28928.48,0.6844,39515.37,68443.85
42267,28929.33,0.6844,39514.91,68444.24
42268,28930.18,0.6844,39514.47,68444.65
42269,28931.02,0.6845,39513.99,68445.01
42270,28932.44,0.6845,39514.30,68446.74
42271,28933.27,0.6845,39513.82,68447.09
42272,28934.13,0.6845,39513.38,68447.51
42273,28934.97,0.6845,39512.90,68447.87
42274,28936.41,0.6845,39513.25,68449.65
42275,28937.25,0.6845,39512.79,68450.04
42276,28938.14,0.6845,39512.38,68450.52
42277,28938.96,0.6845,39511.88,68450.84
42278,28940.38,0.6845,39512.20,68452.58
42279,28941.22,0.6845,39511.72,68452.95
42280,28942.08,0.6845,39511.28,68453.36
42281,28942.90,0.6845,39510.78,68453.69
42282,28944.31,0.6846,39511.09,68455.40
42283,28945.15,0.6846,39510.62,68455.77
42284,28946.00,0.6846,39510.15,68456.15
42285,28946.81,0.6846,39509.65,68456.46
42286,28948.26,0.6846,39510.00,68458.25
42287,28949.11,0.6846,39509.54,68458.64
42288,28949.95,0.6846,39509.06,68459.01
42289,28950.78,0.6846,39508.58,68459.35
42290,28952.24,0.6846,39508.96,68461.19
42291,28953.10,0.6846,39508.51,68461.61
42292,28953.94,0.6846,39508.04,68461.98
42293,28954.75,0.6846,39507.53,68462.28
42294,28956.21,0.6846,39507.89,68464.10
42295,28957.07,0.6846,39507.45,68464.53
42296,28957.91,0.6846,39506.98,68464.88
42297,28958.69,0.6847,39506.43,68465.12
42298,28960.21,0.6847,39506.88,68467.09
42299,28961.06,0.6847,39506.43,68467.49
42300,28961.93,0.6847,39505.99,68467.91
42301,28962.70,0.6847,39505.42,68468.13
42302,28964.18,0.6847,39505.82,68470.01
42303,28965.03,0.6847,39505.37,68470.40
42304,28965.89,0.6847,39504.92,68470.82
42305,28967.28,0.6847,39505.20,68472.49
42306,28968.13,0.6847,39504.74,68472.88
42307,28968.98,0.6847,39504.27,68473.25
42308,28969.82,0.6847,39503.80,68473.62
42309,28971.27,0.6848,39504.16,68475.44
42310,28972.10,0.6848,39503.68,68475.78
42311,28972.96,0.6848,39503.23,68476.19
42312,28973.83,0.6848,39502.79,68476.62
42313,28975.27,0.6848,39503.14,68478.40
42314,28976.10,0.6848,39502.65,68478.75
42315,28976.95,0.6848,39502.20,68479.15
42316,28977.79,0.6848,39501.72,68479.50
42317,28979.19,0.6848,39502.01,68481.20
42318,28980.02,0.6848,39501.53,68481.55
42319,28980.86,0.6848,39501.06,68481.92
42320,28981.68,0.6848,39500.55,68482.23
42321,28983.08,0.6848,39500.84,68483.92
42322,28983.90,0.6848,39500.34,68484.24
42323,28984.79,0.6848,39499.94,68484.73
42324,28985.62,0.6849,39499.45,68485.07
42325,28987.03,0.6849,39499.75,68486.78
42326,28987.87,0.6849,39499.28,68487.16
42327,28988.74,0.6849,39498.85,68487.59
42328,28989.57,0.6849,39498.35,68487.92
42329,28991.02,0.6849,39498.71,68489.73
42330,28991.90,0.6849,39498.30,68490.20
42331,28992.77,0.6849,39497.86,68490.62
42332,28993.57,0.6849,39497.34,68490.91
42333,28995.03,0.6849,39497.71,68492.74
42334,28995.87,0.6849,39497.24,68493.11
42335,28996.73,0.6849,39496.79,68493.52
42336,28997.52,0.6849,39496.25,68493.78
42337,28998.99,0.6850,39496.63,68495.61
42338,28999.86,0.6850,39496.19,68496.05
42339,29000.70,0.6850,39495.73,68496.43
42340,29001.50,0.6850,39495.19,68496.70
42341,29002.95,0.6850,39495.55,68498.50
42342,29003.81,0.6850,39495.11,68498.92
42343,29004.66,0.6850,39494.64,68499.30
42344,29005.45,0.6850,39494.11,68499.56
42345,29006.91,0.6850,39494.47,68501.38
42346,29007.75,0.6850,39494.00,68501.74
42347,29008.58,0.6850,39493.51,68502.09
42348,29010.03,0.6850,39493.86,68503.89
42349,29010.85,0.6850,39493.36,68504.21
42350,29011.69,0.6850,39492.89,68504.59
42351,29012.55,0.6851,39492.45,68505.00
42352,29013.99,0.6851,39492.79,68506.79
42353,29014.82,0.6851,39492.31,68507.13
42354,29015.73,0.6851,39491.92,68507.66
42355,29016.56,0.6851,39491.43,68507.99
42356,29018.01,0.6851,39491.78,68509.79
42357,29018.84,0.6851,39491.30,68510.15
42358,29019.70,0.6851,39490.85,68510.55
42359,29020.54,0.6851,39490.38,68510.93
42360,29021.94,0.6851,39490.66,68512.60
42361,29022.79,0.6851,39490.20,68512.99
42362,29023.64,0.6851,39489.75,68513.39
42363,29024.49,0.6851,39489.28,68513.77
42364,29025.90,0.6852,39489.59,68515.49
42365,29026.74,0.6852,39489.11,68515.85
42366,29027.64,0.6852,39488.72,68516.35
42367,29028.46,0.6852,39488.22,68516.68
42368,29029.87,0.6852,39488.52,68518.39
42369,29030.73,0.6852,39488.07,68518.81
42370,29031.58,0.6852,39487.61,68519.18
42371,29032.41,0.6852,39487.12,68519.53
42372,29033.82,0.6852,39487.43,68521.25
42373,29034.71,0.6852,39487.02,68521.73
42374,29035.56,0.6852,39486.55,68522.10
42375,29036.36,0.6852,39486.02,68522.38
42376,29037.82,0.6852,39486.39,68524.21
42377,29038.69,0.6852,39485.96,68524.65
42378,29039.53,0.6853,39485.49,68525.02
42379,29040.31,0.6853,39484.93,68525.24
42380,29041.74,0.6853,39485.26,68527.00
42381,29042.61,0.6853,39484.81,68527.42
42382,29043.43,0.6853,39484.32,68527.75
42383,29044.21,0.6853,39483.76,68527.97
42384,29045.68,0.6853,39484.14,68529.82
42385,29046.53,0.6853,39483.68,68530.21
42386,29047.39,0.6853,39483.23,68530.62
42387,29048.77,0.6853,39483.49,68532.25
42388,29049.60,0.6853,39483.01,68532.61
42389,29050.46,0.6853,39482.56,68533.02
42390,29051.34,0.6853,39482.13,68533.48
42391,29052.78,0.6854,39482.47,68535.25
42392,29053.64,0.6854,39482.03,68535.66
42393,29054.50,0.6854,39481.57,68536.07
42394,29055.33,0.6854,39481.09,68536.42
42395,29056.73,0.6854,39481.37,68538.10
42396,29057.57,0.6854,39480.90,68538.48
42397,29058.43,0.6854,39480.45,68538.88
42398,29059.26,0.6854,39479.96,68539.22
42399,29060.65,0.6854,39480.23,68540.88
42400,29061.49,0.6854,39479.76,68541.26
42401,29062.34,0.6854,39479.30,68541.64
42402,29063.19,0.6854,39478.84,68542.03
42403,29064.61,0.6854,39479.14,68543.75
42404,29065.47,0.6854,39478.70,68544.16
42405,29066.34,0.6854,39478.27,68544.61
42406,29067.20,0.6855,39477.81,68545.01
42407,29068.62,0.6855,39478.13,68546.75
42408,29069.44,0.6855,39477.63,68547.07
42409,29070.28,0.6855,39477.15,68547.42
42410,29071.10,0.6855,39476.64,68547.74
42411,29072.52,0.6855,39476.96,68549.48
42412,29073.36,0.6855,39476.49,68549.86
42413,29074.23,0.6855,39476.05,68550.28
42414,29075.04,0.6855,39475.53,68550.57
42415,29076.47,0.6855,39475.86,68552.33
42416,29077.31,0.6855,39475.39,68552.70
42417,29078.14,0.6855,39474.90,68553.04
42418,29078.96,0.6855,39474.39,68553.34
42419,29080.37,0.6856,39474.68,68555.05
42420,29081.22,0.6856,39474.23,68555.45
42421,29082.05,0.6856,39473.74,68555.79
42422,29082.83,0.6856,39473.18,68556.01
42423,29084.33,0.6856,39473.59,68557.92
42424,29085.18,0.6856,39473.13,68558.30
42425,29086.01,0.6856,39472.65,68558.67
42426,29086.82,0.6856,39472.13,68558.95
42427,29088.31,0.6856,39472.54,68560.85
42428,29089.17,0.6856,39472.09,68561.26
42429,29090.03,0.6856,39471.64,68561.67
42430,29091.46,0.6856,39471.96,68563.42
42431,29092.30,0.6856,39471.49,68563.80
42432,29093.15,0.6856,39471.02,68564.18
42433,29093.98,0.6856,39470.54,68564.52
42434,29095.40,0.6857,39470.84,68566.24
42435,29096.26,0.6857,39470.39,68566.64
42436,29097.12,0.6857,39469.95,68567.07
42437,29097.97,0.6857,39469.48,68567.45
42438,29099.35,0.6857,39469.73,68569.08
42439,29100.16,0.6857,39469.22,68569.38
42440,29101.02,0.6857,39468.77,68569.78
42441,29101.85,0.6857,39468.28,68570.12
42442,29103.29,0.6857,39468.62,68571.90
42443,29104.14,0.6857,39468.16,68572.31
42444,29104.97,0.6857,39467.66,68572.63
42445,29105.80,0.6857,39467.18,68572.98
42446,29107.21,0.6857,39467.47,68574.68
42447,29108.06,0.6858,39467.01,68575.08
42448,29108.92,0.6858,39466.56,68575.48
42449,29109.74,0.6858,39466.05,68575.79
42450,29111.16,0.6858,39466.37,68577.54
42451,29112.03,0.6858,39465.93,68577.97
42452,29112.88,0.6858,39465.47,68578.34
42453,29113.71,0.6858,39464.98,68578.68
42454,29115.14,0.6858,39465.31,68580.45
42455,29116.00,0.6858,39464.85,68580.86
42456,29116.86,0.6858,39464.40,68581.25
42457,29117.67,0.6858,39463.89,68581.56
42458,29119.11,0.6858,39464.22,68583.34
42459,29119.98,0.6858,39463.78,68583.75
42460,29120.80,0.6858,39463.28,68584.08
42461,29121.62,0.6858,39462.78,68584.41
42462,29123.11,0.6859,39463.18,68586.28
42463,29123.95,0.6859,39462.70,68586.64
42464,29124.79,0.6859,39462.22,68587.01
42465,29125.56,0.6859,39461.65,68587.21
42466,29127.01,0.6859,39462.00,68589.00
42467,29127.88,0.6859,39461.56,68589.44
42468,29128.73,0.6859,39461.11,68589.84
42469,29129.49,0.6859,39460.52,68590.01
42470,29130.94,0.6859,39460.86,68591.80
42471,29131.79,0.6859,39460.40,68592.19
42472,29132.63,0.6859,39459.92,68592.55
42473,29134.02,0.6859,39460.20,68594.22
42474,29134.89,0.6859,39459.76,68594.65
42475,29135.74,0.6860,39459.29,68595.03
42476,29136.58,0.6860,39458.81,68595.39
42477,29137.99,0.6860,39459.10,68597.09
42478,29138.81,0.6860,39458.60,68597.41
42479,29139.66,0.6860,39458.14,68597.80
42480,29140.52,0.6860,39457.69,68598.20
42481,29141.92,0.6860,39457.97,68599.89
42482,29142.76,0.6860,39457.49,68600.24
42483,29143.62,0.6860,39457.04,68600.66
42484,29144.46,0.6860,39456.57,68601.03
42485,29145.87,0.6860,39456.86,68602.73
42486,29146.71,0.6860,39456.39,68603.10
42487,29147.61,0.6860,39455.98,68603.58
42488,29148.43,0.6860,39455.48,68603.90
42489,29149.86,0.6861,39455.80,68605.66
42490,29150.72,0.6861,39455.35,68606.07
42491,29151.57,0.6861,39454.89,68606.47
42492,29152.41,0.6861,39454.41,68606.83
42493,29153.85,0.6861,39454.75,68608.60
42494,29154.71,0.6861,39454.29,68609.00
42495,29155.56,0.6861,39453.83,68609.38
42496,29156.38,0.6861,39453.32,68609.69
42497,29157.82,0.6861,39453.66,68611.47
42498,29158.67,0.6861,39453.19,68611.86
42499,29159.53,0.6861,39452.74,68612.26
42500,29160.34,0.6861,39452.23,68612.57
42501,29161.80,0.6861,39452.59,68614.39
42502,29162.65,0.6861,39452.12,68614.77
42503,29163.51,0.6862,39451.67,68615.19
42504,29164.28,0.6862,39451.10,68615.38
42505,29165.76,0.6862,39451.48,68617.24
42506,29166.59,0.6862,39450.99,68617.57
42507,29167.44,0.6862,39450.53,68617.97
42508,29168.21,0.6862,39449.95,68618.16
42509,29169.71,0.6862,39450.37,68620.08
42510,29170.57,0.6862,39449.92,68620.48
42511,29171.39,0.6862,39449.41,68620.80
42512,29172.78,0.6862,39449.69,68622.47
42513,29173.77,0.6862,39449.41,68623.18
42514,29174.60,0.6862,39448.91,68623.51
42515,29175.48,0.6862,39448.49,68623.97
42516,29176.87,0.6863,39448.76,68625.63
42517,29177.74,0.6863,39448.32,68626.06
42518,29178.60,0.6863,39447.87,68626.47
42519,29179.45,0.6863,39447.41,68626.86
42520,29180.87,0.6863,39447.71,68628.59
42521,29181.73,0.6863,39447.25,68628.98
42522,29182.59,0.6863,39446.80,68629.38
42523,29183.42,0.6863,39446.31,68629.73
42524,29184.81,0.6863,39446.58,68631.40
42525,29185.65,0.6863,39446.09,68631.73
42526,29186.52,0.6863,39445.66,68632.19
42527,29187.33,0.6863,39445.15,68632.48
42528,29188.75,0.6863,39445.45,68634.20
42529,29189.63,0.6863,39445.02,68634.64
42530,29190.46,0.6863,39444.53,68634.99
42531,29191.29,0.6864,39444.04,68635.33
42532,29192.70,0.6864,39444.33,68637.03
42533,29193.56,0.6864,39443.88,68637.44
42534,29194.42,0.6864,39443.42,68637.84
42535,29195.23,0.6864,39442.91,68638.14
42536,29196.65,0.6864,39443.21,68639.86
42537,29197.49,0.6864,39442.73,68640.23
42538,29198.34,0.6864,39442.26,68640.60
42539,29199.15,0.6864,39441.74,68640.89
42540,29200.56,0.6864,39442.04,68642.61
42541,29201.43,0.6864,39441.59,68643.02
42542,29202.28,0.6864,39441.13,68643.41
42543,29203.08,0.6864,39440.60,68643.68
42544,29204.53,0.6865,39440.94,68645.46
42545,29205.37,0.6865,39440.47,68645.84
42546,29206.21,0.6865,39439.98,68646.19
42547,29207.00,0.6865,39439.43,68646.43
42548,29208.47,0.6865,39439.81,68648.27
42549,29209.31,0.6865,39439.32,68648.63
42550,29210.13,0.6865,39438.83,68648.96
42551,29210.91,0.6865,39438.26,68649.18
42552,29212.41,0.6865,39438.67,68651.08
42553,29213.27,0.6865,39438.22,68651.49
42554,29214.11,0.6865,39437.74,68651.84
42555,29215.52,0.6865,39438.03,68653.54
42556,29216.39,0.6865,39437.59,68653.98
42557,29217.25,0.6865,39437.14,68654.40
42558,29218.09,0.6865,39436.66,68654.75
42559,29219.48,0.6866,39436.92,68656.40
42560,29220.29,0.6866,39436.41,68656.71
42561,29221.18,0.6866,39435.99,68657.16
42562,29222.01,0.6866,39435.51,68657.52
42563,29223.41,0.6866,39435.78,68659.20
42564,29224.27,0.6866,39435.32,68659.59
42565,29225.15,0.6866,39434.89,68660.04
42566,29225.98,0.6866,39434.40,68660.37
42567,29227.40,0.6866,39434.72,68662.12
42568,29228.23,0.6866,39434.22,68662.45
42569,29229.10,0.6866,39433.78,68662.89
42570,29229.94,0.6866,39433.30,68663.24
42571,29231.37,0.6866,39433.61,68664.97
42572,29232.20,0.6867,39433.13,68665.33
42573,29233.09,0.6867,39432.71,68665.80
42574,29233.91,0.6867,39432.20,68666.11
42575,29235.34,0.6867,39432.51,68667.85
42576,29236.20,0.6867,39432.06,68668.26
42577,29237.05,0.6867,39431.60,68668.65
42578,29237.86,0.6867,39431.08,68668.94
42579,29239.29,0.6867,39431.39,68670.67
42580,29240.17,0.6867,39430.97,68671.14
42581,29241.04,0.6867,39430.53,68671.57
42582,29241.88,0.6867,39430.04,68671.92
42583,29243.32,0.6867,39430.37,68673.69
42584,29244.18,0.6867,39429.92,68674.10
42585,29245.01,0.6867,39429.43,68674.43
42586,29245.80,0.6867,39428.88,68674.68
42587,29247.24,0.6868,39429.22,68676.46
42588,29248.09,0.6868,39428.74,68676.83
42589,29248.92,0.6868,39428.25,68677.17
42590,29249.69,0.6868,39427.68,68677.37
42591,29251.16,0.6868,39428.04,68679.20
42592,29251.99,0.6868,39427.55,68679.54
42593,29252.83,0.6868,39427.07,68679.89
42594,29253.61,0.6868,39426.51,68680.12
42595,29255.09,0.6868,39426.89,68681.99
42596,29255.96,0.6868,39426.45,68682.42
42597,29256.81,0.6868,39425.99,68682.80
42598,29258.23,0.6868,39426.28,68684.51
42599,29259.04,0.6868,39425.77,68684.82
42600,29259.92,0.6869,39425.34,68685.26
42601,29260.78,0.6869,39424.88,68685.65
42602,29262.19,0.6869,39425.17,68687.36
42603,29263.01,0.6869,39424.66,68687.67
42604,29263.85,0.6869,39424.19,68688.04
42605,29264.69,0.6869,39423.70,68688.39
42606,29266.12,0.6869,39424.02,68690.14
42607,29266.96,0.6869,39423.54,68690.50
42608,29267.79,0.6869,39423.04,68690.84
42609,29268.61,0.6869,39422.53,68691.13
42610,29270.01,0.6869,39422.81,68692.81
42611,29270.87,0.6869,39422.35,68693.22
42612,29271.72,0.6869,39421.89,68693.61
42613,29272.55,0.6869,39421.39,68693.93
42614,29273.98,0.6870,39421.70,68695.68
42615,29274.83,0.6870,39421.24,68696.07
42616,29275.68,0.6870,39420.78,68696.46
42617,29276.53,0.6870,39420.31,68696.84
42618,29277.96,0.6870,39420.61,68698.57
42619,29278.79,0.6870,39420.13,68698.92
42620,29279.62,0.6870,39419.63,68699.25
42621,29280.45,0.6870,39419.13,68699.58
42622,29281.89,0.6870,39419.46,68701.34
42623,29282.75,0.6870,39419.01,68701.75
42624,29283.58,0.6870,39418.51,68702.09
42625,29284.55,0.6870,39418.21,68702.77
42626,29285.99,0.6870,39418.54,68704.53
42627,29286.84,0.6870,39418.07,68704.91
42628,29287.69,0.6871,39417.60,68705.30
42629,29288.47,0.6871,39417.04,68705.51
42630,29289.94,0.6871,39417.40,68707.34
42631,29290.79,0.6871,39416.93,68707.72
42632,29291.65,0.6871,39416.48,68708.12
42633,29292.44,0.6871,39415.93,68708.38
42634,29293.94,0.6871,39416.33,68710.27
42635,29294.80,0.6871,39415.88,68710.68
42636,29295.66,0.6871,39415.42,68711.08
42637,29297.07,0.6871,39415.71,68712.78
42638,29298.06,0.6871,39415.44,68713.50
42639,29298.91,0.6871,39414.97,68713.88
42640,29299.76,0.6871,39414.50,68714.25
42641,29301.16,0.6872,39414.77,68715.93
42642,29301.97,0.6872,39414.24,68716.21
42643,29302.82,0.6872,39413.78,68716.60
42644,29303.67,0.6872,39413.31,68716.98
42645,29305.07,0.6872,39413.59,68718.66
42646,29305.91,0.6872,39413.10,68719.02
42647,29306.77,0.6872,39412.65,68719.43
42648,29307.62,0.6872,39412.18,68719.80
42649,29309.05,0.6872,39412.49,68721.54
42650,29309.90,0.6872,39412.02,68721.91
42651,29310.74,0.6872,39411.54,68722.27
42652,29311.54,0.6872,39411.01,68722.55
42653,29312.97,0.6872,39411.32,68724.29
42654,29313.79,0.6872,39410.81,68724.60
42655,29314.66,0.6873,39410.37,68725.04
42656,29315.47,0.6873,39409.85,68725.32
42657,29316.87,0.6873,39410.12,68727.00
42658,29317.70,0.6873,39409.63,68727.33
42659,29318.56,0.6873,39409.16,68727.73
42660,29319.38,0.6873,39408.65,68728.03
42661,29320.79,0.6873,39408.94,68729.73
42662,29321.63,0.6873,39408.46,68730.09
42663,29322.46,0.6873,39407.97,68730.43
42664,29323.30,0.6873,39407.48,68730.78
42665,29324.74,0.6873,39407.80,68732.54
42666,29325.62,0.6873,39407.37,68732.98
42667,29326.44,0.6873,39406.87,68733.31
42668,29327.27,0.6873,39406.37,68733.64
42669,29328.71,0.6874,39406.70,68735.42
42670,29329.56,0.6874,39406.23,68735.80
42671,29330.40,0.6874,39405.74,68736.14
42672,29331.20,0.6874,39405.21,68736.41
42673,29332.65,0.6874,39405.54,68738.19
42674,29333.51,0.6874,39405.09,68738.60
42675,29334.34,0.6874,39404.60,68738.94
42676,29335.12,0.6874,39404.03,68739.15
42677,29336.61,0.6874,39404.42,68741.03
42678,29337.50,0.6874,39404.01,68741.51
42679,29338.36,0.6874,39403.55,68741.91
42680,29339.80,0.6874,39403.87,68743.67
42681,29340.65,0.6874,39403.41,68744.07
42682,29341.50,0.6874,39402.94,68744.44
42683,29342.36,0.6874,39402.48,68744.84
42684,29343.79,0.6875,39402.79,68746.59
42685,29344.67,0.6875,39402.36,68747.03
42686,29345.55,0.6875,39401.94,68747.49
42687,29346.41,0.6875,39401.47,68747.88
42688,29347.82,0.6875,39401.76,68749.59
42689,29348.67,0.6875,39401.28,68749.95
42690,29349.51,0.6875,39400.80,68750.31
42691,29350.34,0.6875,39400.31,68750.65
42692,29351.77,0.6875,39400.62,68752.40
42693,29352.64,0.6875,39400.17,68752.81
42694,29353.49,0.6875,39399.71,68753.20
42695,29354.32,0.6875,39399.21,68753.54
42696,29355.74,0.6876,39399.51,68755.24
42697,29356.57,0.6876,39399.01,68755.58
42698,29357.43,0.6876,39398.55,68755.99
42699,29358.28,0.6876,39398.08,68756.36
42700,29359.69,0.6876,39398.37,68758.06
42701,29360.51,0.6876,39397.85,68758.36
42702,29361.37,0.6876,39397.40,68758.78
42703,29362.22,0.6876,39396.93,68759.14
42704,29363.63,0.6876,39397.22,68760.85
42705,29364.48,0.6876,39396.75,68761.23
42706,29365.32,0.6876,39396.26,68761.59
42707,29366.16,0.6876,39395.77,68761.93
42708,29367.59,0.6876,39396.09,68763.68
42709,29368.45,0.6876,39395.63,68764.09
42710,29369.29,0.6876,39395.15,68764.44
42711,29370.10,0.6876,39394.62,68764.73
42712,29371.54,0.6877,39394.94,68766.48
42713,29372.41,0.6877,39394.49,68766.90
42714,29373.25,0.6877,39394.02,68767.27
42715,29374.03,0.6877,39393.46,68767.49
42716,29375.51,0.6877,39393.82,68769.33
42717,29376.36,0.6877,39393.35,68769.71
42718,29377.22,0.6877,39392.91,68770.13
42719,29377.99,0.6877,39392.32,68770.31
42720,29379.48,0.6877,39392.71,68772.19
42721,29380.39,0.6877,39392.32,68772.72
42722,29381.22,0.6877,39391.83,68773.05
42723,29382.66,0.6877,39392.15,68774.80
42724,29383.46,0.6878,39391.61,68775.08
42725,29384.29,0.6878,39391.11,68775.40
42726,29385.12,0.6878,39390.61,68775.73
42727,29386.53,0.6878,39390.89,68777.42
42728,29387.37,0.6878,39390.41,68777.78
42729,29388.21,0.6878,39389.92,68778.13
42730,29389.06,0.6878,39389.46,68778.52
42731,29390.46,0.6878,39389.72,68780.18
42732,29391.30,0.6878,39389.23,68780.53
42733,29392.14,0.6878,39388.76,68780.90
42734,29392.98,0.6878,39388.27,68781.25
42735,29394.35,0.6878,39388.50,68782.84
42736,29395.21,0.6878,39388.04,68783.25
42737,29396.05,0.6878,39387.55,68783.60
42738,29396.88,0.6878,39387.06,68783.94
42739,29398.31,0.6879,39387.36,68785.67
42740,29399.14,0.6879,39386.86,68786.00
42741,29400.00,0.6879,39386.41,68786.40
42742,29400.80,0.6879,39385.87,68786.66
42743,29402.19,0.6879,39386.13,68788.32
42744,29403.06,0.6879,39385.68,68788.74
42745,29403.92,0.6879,39385.23,68789.15
42746,29404.73,0.6879,39384.70,68789.44
42747,29406.15,0.6879,39384.99,68791.14
42748,29407.03,0.6879,39384.56,68791.59
42749,29407.87,0.6879,39384.08,68791.94
42750,29408.69,0.6879,39383.56,68792.25
42751,29410.10,0.6879,39383.84,68793.94
42752,29410.96,0.6879,39383.39,68794.36
42753,29411.78,0.6879,39382.88,68794.66
42754,29412.58,0.6879,39382.34,68794.92
42755,29414.02,0.6880,39382.66,68796.67
42756,29414.87,0.6880,39382.19,68797.07
42757,29415.71,0.6880,39381.70,68797.41
42758,29416.53,0.6880,39381.19,68797.71
42759,29417.97,0.6880,39381.51,68799.48
42760,29418.85,0.6880,39381.08,68799.93
42761,29419.70,0.6880,39380.61,68800.32
42762,29421.12,0.6880,39380.90,68802.03
42763,29422.07,0.6880,39380.56,68802.62
42764,29422.89,0.6880,39380.05,68802.93
42765,29423.74,0.6880,39379.58,68803.32
42766,29425.16,0.6881,39379.87,68805.02
42767,29425.97,0.6881,39379.34,68805.31
42768,29426.83,0.6881,39378.89,68805.73
42769,29427.71,0.6881,39378.46,68806.17
42770,29429.11,0.6881,39378.72,68807.83
42771,29429.94,0.6881,39378.23,68808.17
42772,29430.81,0.6881,39377.79,68808.60
42773,29431.66,0.6881,39377.31,68808.97
42774,29433.06,0.6881,39377.57,68810.63
42775,29433.89,0.6881,39377.07,68810.96
42776,29434.76,0.6881,39376.63,68811.39
42777,29435.60,0.6881,39376.15,68811.76
42778,29437.01,0.6881,39376.42,68813.42
42779,29437.85,0.6881,39375.94,68813.79
42780,29438.71,0.6881,39375.48,68814.19
42781,29439.52,0.6881,39374.95,68814.47
42782,29440.96,0.6882,39375.27,68816.23
42783,29441.81,0.6882,39374.80,68816.60
42784,29442.69,0.6882,39374.37,68817.07
42785,29443.51,0.6882,39373.85,68817.36
42786,29444.97,0.6882,39374.20,68819.17
42787,29445.82,0.6882,39373.72,68819.54
42788,29446.67,0.6882,39373.26,68819.93
42789,29447.50,0.6882,39372.76,68820.26
42790,29448.96,0.6882,39373.10,68822.06
42791,29449.84,0.6882,39372.66,68822.50
42792,29450.69,0.6882,39372.20,68822.89
42793,29451.48,0.6882,39371.65,68823.13
42794,29452.98,0.6883,39372.05,68825.03
42795,29453.85,0.6883,39371.59,68825.44
42796,29454.70,0.6883,39371.12,68825.82
42797,29455.49,0.6883,39370.57,68826.06
42798,29456.95,0.6883,39370.91,68827.86
42799,29457.79,0.6883,39370.42,68828.21
42800,29458.64,0.6883,39369.96,68828.60
42801,29459.40,0.6883,39369.37,68828.77
42802,29460.88,0.6883,39369.73,68830.61
42803,29461.73,0.6883,39369.27,68831.00
42804,29462.57,0.6883,39368.78,68831.35
42805,29464.02,0.6883,39369.11,68833.13
42806,29464.85,0.6883,39368.60,68833.45
42807,29465.71,0.6883,39368.15,68833.87
42808,29466.57,0.6883,39367.70,68834.27
42809,29467.99,0.6884,39367.98,68835.97
42810,29468.84,0.6884,39367.50,68836.34
42811,29469.69,0.6884,39367.04,68836.73
42812,29470.52,0.6884,39366.53,68837.04
42813,29471.93,0.6884,39366.81,68838.74
42814,29472.76,0.6884,39366.31,68839.08
42815,29473.64,0.6884,39365.88,68839.51
42816,29474.47,0.6884,39365.38,68839.85
42817,29475.91,0.6884,39365.69,68841.59
42818,29476.76,0.6884,39365.22,68841.98
42819,29477.60,0.6884,39364.74,68842.34
42820,29478.44,0.6884,39364.25,68842.69
42821,29479.87,0.6884,39364.56,68844.43
42822,29480.71,0.6884,39364.07,68844.78
42823,29481.56,0.6885,39363.59,68845.15
42824,29482.39,0.6885,39363.09,68845.48
42825,29483.80,0.6885,39363.36,68847.16
42826,29484.65,0.6885,39362.89,68847.53
42827,29485.51,0.6885,39362.44,68847.95
